village_code,village_name,subdistrict,latitude,longitude,geo_area_ha,pct_non_agri_builtup,pct_barren_uncultivable,total_population,population_density_per_ha,road_connectivity_score,healthcare_access_score,drainage_quality_score,tapwater_treated,tubewell_borehole,nearest_town_dist_km,district_hq_dist_km,flood_hazard_score_FROM_MODEL1,landslide_susceptibility_score_FROM_MODEL4,buildable_area_ha_EXTERNAL_TOFILL,water_supply_capacity_lpd_EXTERNAL_TOFILL,protected_forest_wetland_overlap_EXTERNAL_TOFILL,land_ownership_status_EXTERNAL_TOFILL,land_acquisition_feasibility_EXTERNAL_TOFILL,employment_market_access_EXTERNAL_TOFILL,site_suitability_score_TARGET,estimated_carrying_capacity_TARGET,accessibility_score,final_suitability
521139,Bodaka,Karjan,22.051885,73.042031,618.0,0.77,1.39,1292.0,2.091,2,0,0,0.0,1.0,12.0,47.0,0.483,0.617,216.3,109820.0,0,Private / Mixed,Medium,High,0.738,9733,0.08264462809917356,1.596294
521148,Juni Jitharadi,Karjan,22.036119,73.142535,405.0,10.62,1.23,1417.0,3.499,3,1,1,0.0,1.0,3.0,7.0,0.447,0.65,141.8,120445.0,0,Private / Mixed,Medium,High,0.885,6381,0.3225806451612903,1.25493
521149,Miyagam,Karjan,22.024358,73.081515,2175.0,4.32,3.22,5416.0,2.49,3,1,1,0.0,1.0,3.0,45.0,0.471,0.606,761.2,460360.0,0,Private / Mixed,Medium,High,0.894,34254,0.3225806451612903,6.805128000000001
521147,Navi Jithardi,Karjan,22.033466,73.159902,277.0,12.64,1.44,502.0,1.812,3,0,1,0.0,1.0,4.0,40.0,0.429,0.661,96.9,42670.0,0,Private / Mixed,Medium,High,0.83,4360,0.24390243902439027,0.80427
521138,Sanpa,Karjan,22.034048,73.012524,1092.0,3.75,1.01,2120.0,1.941,2,0,1,0.0,1.0,14.0,50.0,0.413,0.586,382.2,180200.0,0,Private / Mixed,Medium,High,0.768,17199,0.07092198581560284,2.935296
521154,Bharthana,Karjan,22.010464,73.135645,944.0,0.7,0.8,1761.0,1.865,2,1,0,0.0,1.0,5.0,40.0,0.507,0.627,330.4,149685.0,0,Private / Mixed,Medium,High,0.728,14867,0.19607843137254904,2.405312
521037,Karnali,Dabhoi,21.984619,73.497232,1122.0,2.94,15.24,2084.0,1.857,2,1,0,0.0,1.0,22.0,56.0,0.46,0.583,392.7,177140.0,0,Government Revenue Land,High,Moderate,0.752,17671,0.04524886877828054,2.953104
521035,Bhimpura,Dabhoi,21.987198,73.436545,274.0,0.73,33.21,232.0,0.847,2,0,0,0.0,1.0,22.0,56.0,0.532,0.616,95.9,19720.0,0,Government Revenue Land,High,Moderate,0.649,4315,0.04524886877828054,0.622391
521036,Nanderiya,Dabhoi,21.977089,73.428682,521.0,0.0,11.52,554.0,1.063,2,0,0,0.0,1.0,22.0,57.0,0.481,0.634,178.5,47090.0,0,Private / Mixed,Medium,Moderate,0.737,8032,0.04524886877828054,1.315545
521245,Bithali,Sinor,21.968351,73.408341,593.0,8.77,0.67,1045.0,1.762,2,1,2,0.0,1.0,20.0,52.0,0.369,0.629,207.6,88825.0,0,Private / Mixed,Medium,Moderate,0.776,9342,0.04975124378109452,1.610976
521246,Dariapura,Sinor,21.961805,73.426855,240.0,7.47,15.77,315.0,1.312,2,0,0,0.0,1.0,15.0,56.0,0.455,0.658,84.0,26775.0,0,Government Revenue Land,High,Moderate,0.654,3780,0.06622516556291391,0.54936
521247,Moletha,Sinor,21.942678,73.417418,1253.0,3.51,27.53,1402.0,1.119,2,0,2,0.0,1.0,20.0,58.0,0.37,0.645,438.6,119170.0,0,Government Revenue Land,High,Moderate,0.774,19737,0.04975124378109452,3.3947640000000003
521254,Barkal,Sinor,21.926138,73.414838,577.0,10.07,32.64,1896.0,3.286,0,1,1,0.0,1.0,25.0,56.0,0.461,0.689,202.0,161160.0,0,Government Revenue Land,High,Moderate,0.435,9090,0.0398406374501992,0.8787
521150,Mangrol,Karjan,22.010746,73.042253,888.0,0.79,9.57,1485.0,1.672,3,0,0,0.0,1.0,9.0,47.0,0.495,0.607,310.8,126225.0,0,Private / Mixed,Medium,High,0.886,13986,0.10989010989010989,2.7536880000000004
521153,Vadava,Karjan,22.016245,73.117332,282.0,1.35,1.69,63.0,0.223,2,0,0,0.0,1.0,5.0,40.0,0.5,0.617,98.7,5355.0,0,Private / Mixed,Medium,High,0.664,4441,0.19607843137254904,0.655368
521155,Bharthali,Karjan,22.012236,73.158012,426.0,0.44,0.0,697.0,1.636,2,0,0,0.0,1.0,4.0,40.0,0.53,0.64,149.1,59245.0,0,Private / Mixed,Medium,High,0.717,6709,0.24390243902439027,1.0690469999999999
521161,Sandarna,Karjan,22.009674,73.171879,267.0,0.35,0.35,621.0,2.326,2,0,1,0.0,1.0,8.0,35.0,0.507,0.661,93.4,52785.0,0,Private / Mixed,Medium,High,0.648,4203,0.1234567901234568,0.605232
521053,Majatan,Padra,22.200015,72.946778,457.0,3.73,1.1,3288.0,7.195,2,0,1,0.0,1.0,17.0,42.0,0.442,0.628,158.2,279480.0,0,Private / Mixed,Medium,Moderate,0.751,7118,0.05847953216374269,1.1880819999999999
521068,Sandha,Padra,22.195533,72.9519,337.0,1.19,0.59,2600.0,7.715,2,0,1,0.0,0.0,16.0,45.0,0.475,0.617,118.0,221000.0,0,Private / Mixed,Medium,Moderate,0.699,5310,0.06211180124223602,0.82482
521051,Dudhwada,Padra,22.188995,72.88756,614.0,6.68,0.0,1854.0,3.02,2,1,1,0.0,1.0,26.0,46.0,0.451,0.585,214.9,157590.0,0,Private / Mixed,Medium,Moderate,0.754,9670,0.038314176245210725,1.620346
521069,Chitral,Padra,22.181074,72.94459,372.0,9.95,0.81,1728.0,4.645,1,1,1,0.0,1.0,19.0,35.0,0.536,0.65,130.2,146880.0,0,Private / Mixed,Medium,Moderate,0.538,5858,0.05235602094240837,0.700476
521073,Gavasad,Padra,22.157491,72.945741,947.0,0.11,10.98,3613.0,3.815,3,1,1,0.0,1.0,18.0,35.0,0.543,0.607,331.4,307105.0,0,Private / Mixed,Medium,Moderate,0.869,14912,0.055248618784530384,2.8798659999999994
521070,Brahmanvasi,Padra,22.156645,72.87854,591.0,11.51,1.02,2175.0,3.68,2,0,1,0.0,1.0,10.0,46.0,0.477,0.605,206.8,184875.0,0,Private / Mixed,Medium,High,0.742,9306,0.09900990099009901,1.534456
521072,Gametha,Padra,22.158279,72.921893,343.0,11.37,3.79,3759.0,10.959,2,0,1,0.0,1.0,18.0,38.0,0.432,0.606,120.0,319515.0,0,Private / Mixed,Medium,Moderate,0.718,5400,0.055248618784530384,0.8615999999999999
521071,Masar,Padra,22.138,72.902181,1361.0,7.86,0.96,3552.0,2.61,3,1,1,0.0,1.0,13.0,45.0,0.508,0.594,476.4,301920.0,0,Private / Mixed,Medium,High,0.883,21438,0.07633587786259542,4.206612
521089,Kural,Padra,22.135169,72.92693,562.0,3.74,12.12,2659.0,4.731,3,0,1,0.0,1.0,15.0,38.0,0.396,0.606,196.7,226015.0,0,Private / Mixed,Medium,Moderate,0.92,8851,0.06622516556291391,1.80964
521092,Pindapa,Padra,22.118469,72.939888,690.0,0.58,0.0,1572.0,2.278,2,0,1,0.0,1.0,15.0,40.0,0.443,0.617,241.5,133620.0,0,Private / Mixed,Medium,Moderate,0.752,10867,0.06622516556291391,1.8160800000000001
521091,Abhor,Padra,22.113757,72.911893,749.0,0.4,1.07,2304.0,3.076,3,1,1,0.0,1.0,13.0,36.0,0.521,0.582,240.4,195840.0,0,Private / Mixed,Medium,High,0.88,10818,0.07633587786259542,2.11552
521038,Mahmadpura,Padra,22.291407,72.940406,1030.0,0.11,20.51,1481.0,1.438,2,0,1,0.0,1.0,18.0,40.0,0.489,0.592,360.5,125885.0,0,Government Revenue Land,High,Moderate,0.74,16222,0.055248618784530384,2.6677
521047,Dabka,Padra,22.256706,72.942834,1906.0,9.87,4.94,7345.0,3.854,2,1,1,0.0,1.0,15.0,35.0,0.507,0.588,667.1,624325.0,0,Private / Mixed,Medium,Moderate,0.734,30019,0.06622516556291391,4.896514
521046,Sultanpura,Padra,22.262225,72.953614,299.0,11.33,3.0,892.0,2.983,2,0,1,0.0,1.0,17.0,37.0,0.559,0.554,89.7,75820.0,0,Private / Mixed,Medium,Moderate,0.641,4036,0.05847953216374269,0.5749770000000001
521050,Tithor,Padra,22.236859,72.879837,2462.0,3.88,9.18,4916.0,1.997,1,1,1,0.0,1.0,28.0,50.0,0.452,0.285,855.6,417860.0,0,Private / Mixed,Medium,Moderate,0.649,38502,0.03558718861209964,5.552844
521048,Pavda,Padra,22.236162,72.947623,563.0,0.56,1.11,2113.0,3.753,2,0,1,0.0,1.0,16.0,34.0,0.419,0.616,197.0,179605.0,0,Private / Mixed,Medium,Moderate,0.761,8865,0.06211180124223602,1.4991700000000001
521049,Chokari,Padra,22.224893,72.932033,1380.0,41.68,0.0,8884.0,6.438,1,1,1,0.0,1.0,22.0,50.0,0.374,0.615,483.0,755140.0,0,Private / Mixed,Medium,Moderate,0.627,21735,0.04524886877828054,3.02841
521052,Karkhadi,Padra,22.211761,72.909747,1660.0,26.02,11.14,4791.0,2.886,2,1,1,0.0,1.0,24.0,44.0,0.287,0.594,581.0,407235.0,0,Private / Mixed,Medium,Moderate,0.81,26145,0.04149377593360996,4.7061
521066,Vadu,Padra,22.209616,72.986248,874.0,4.0,1.03,9626.0,11.014,3,1,1,0.0,1.0,12.0,29.0,0.414,0.613,305.9,818210.0,0,Private / Mixed,Medium,High,0.913,13765,0.08264462809917356,2.7928669999999998
521082,Chansad,Padra,22.205561,73.144045,1731.0,0.58,8.66,2775.0,1.603,2,1,1,0.0,1.0,7.0,24.0,0.434,0.581,597.8,235875.0,0,Private / Mixed,Medium,High,0.761,26900,0.14084507042253522,4.549258
521064,Ranu,Padra,22.211772,73.031885,858.0,5.13,4.66,6092.0,7.1,2,1,1,0.0,1.0,7.0,24.0,0.502,0.646,300.3,517820.0,0,Private / Mixed,Medium,High,0.727,13513,0.14084507042253522,2.1831810000000003
521065,Bhoj,Padra,22.193754,73.008189,1153.0,0.0,10.68,7072.0,6.134,2,1,1,0.0,1.0,14.0,34.0,0.444,0.587,403.5,601120.0,0,Private / Mixed,Medium,High,0.757,18157,0.07092198581560284,3.054495
521079,Sejakuva,Padra,22.198411,73.068203,370.0,1.08,11.08,2343.0,6.332,2,1,1,0.0,1.0,5.0,22.0,0.494,0.595,129.5,199155.0,0,Private / Mixed,Medium,High,0.711,5827,0.19607843137254904,0.920745
521078,Pipli,Padra,22.2017,73.053223,400.0,0.75,10.5,2046.0,5.115,1,0,1,0.0,1.0,7.0,22.0,0.467,0.595,140.0,173910.0,0,Private / Mixed,Medium,High,0.584,6300,0.14084507042253522,0.8175999999999999
521081,Sareja,Padra,22.203683,73.113123,190.0,1.56,0.52,10.0,0.053,0,0,1,0.0,1.0,4.0,22.0,0.529,0.593,66.2,850.0,0,Private / Mixed,Medium,High,0.314,2979,0.24390243902439027,0.207868
521080,Goriyad,Padra,22.196894,73.091538,614.0,7.65,7.17,1943.0,3.164,3,1,1,0.0,1.0,4.0,20.0,0.524,0.574,214.9,165155.0,0,Private / Mixed,Medium,High,0.88,9670,0.24390243902439027,1.89112
521067,Vishrampura,Padra,22.193413,72.967121,235.0,5.96,0.43,2997.0,12.753,2,1,1,0.0,1.0,15.0,35.0,0.482,0.586,82.2,254745.0,0,Private / Mixed,Medium,Moderate,0.653,3699,0.06622516556291391,0.536766
521083,Madapur,Padra,22.186936,73.111059,297.0,5.72,2.02,865.0,2.912,2,0,1,0.0,1.0,5.0,20.0,0.499,0.593,104.0,73525.0,0,Private / Mixed,Medium,High,0.675,4680,0.19607843137254904,0.7020000000000001
521076,Karnakuva,Padra,22.187439,72.979074,153.0,0.0,6.49,1289.0,8.425,3,0,1,0.0,1.0,14.0,34.0,0.53,0.616,53.6,109565.0,0,Private / Mixed,Medium,High,0.744,2412,0.07092198581560284,0.39878399999999997
521077,Vadadla,Padra,22.188515,73.028952,264.0,17.05,1.14,927.0,3.511,2,0,1,0.0,1.0,9.0,25.0,0.515,0.586,92.4,78795.0,0,Private / Mixed,Medium,High,0.655,4158,0.10989010989010989,0.6052200000000001
521085,Sadhi,Padra,22.161574,73.052519,1400.0,1.14,5.14,3794.0,2.71,2,1,1,0.0,1.0,7.0,22.0,0.481,0.594,490.0,322490.0,0,Private / Mixed,Medium,High,0.743,22050,0.14084507042253522,3.6407
521084,Amla,Padra,22.163586,73.07259,1022.0,1.28,5.22,2129.0,2.083,2,1,1,0.0,1.0,7.0,23.0,0.483,0.563,357.7,180965.0,0,Private / Mixed,Medium,High,0.746,16096,0.14084507042253522,2.668442
521098,Saras Vani,Padra,22.172324,73.097141,1090.0,2.27,0.64,2305.0,2.115,3,1,1,0.0,1.0,7.0,22.0,0.509,0.583,381.5,195925.0,0,Private / Mixed,Medium,High,0.884,17167,0.14084507042253522,3.37246
521074,Lola,Padra,22.177699,72.962268,120.0,2.5,10.83,1535.0,12.792,2,0,1,0.0,1.0,17.0,35.0,0.538,0.618,42.0,130475.0,0,Private / Mixed,Medium,Moderate,0.575,1890,0.05847953216374269,0.2415
521099,Shihor,Padra,22.173503,73.125801,459.0,0.22,7.41,915.0,1.993,2,0,1,0.0,1.0,6.0,18.0,0.546,0.596,160.6,77775.0,0,Private / Mixed,Medium,High,0.72,7227,0.1639344262295082,1.15632
521075,Muval,Padra,22.170072,72.975278,781.0,8.32,0.26,4164.0,5.332,2,0,1,0.0,1.0,16.0,32.0,0.517,0.604,273.3,353940.0,0,Private / Mixed,Medium,Moderate,0.728,12298,0.06211180124223602,1.989624
521086,Anti,Padra,22.165322,73.0332,863.0,3.77,1.11,5055.0,5.857,2,0,1,0.0,0.0,9.0,30.0,0.564,0.595,301.1,429675.0,0,Private / Mixed,Medium,High,0.713,13549,0.10989010989010989,2.146843
521087,Rajupura,Padra,22.168519,73.012009,258.0,1.16,10.85,1185.0,4.593,0,0,1,0.0,1.0,20.0,35.0,0.438,0.595,90.3,100725.0,0,Private / Mixed,Medium,Moderate,0.378,4063,0.04975124378109452,0.341334
521088,Jalalpur,Padra,22.161426,72.996259,426.0,0.23,10.56,2069.0,4.857,2,1,1,0.0,0.0,15.0,33.0,0.39,0.585,149.1,175865.0,0,Private / Mixed,Medium,Moderate,0.775,6709,0.06622516556291391,1.155525
521100,Thikariya Mubarak,Padra,22.156815,73.117238,166.0,0.6,0.0,425.0,2.56,2,0,1,0.0,1.0,6.0,18.0,0.541,0.595,58.1,36125.0,0,Private / Mixed,Medium,High,0.599,2614,0.1639344262295082,0.34801899999999997
521096,Ambada,Padra,22.148851,73.018604,762.0,1.31,6.56,1021.0,1.34,2,1,1,0.0,1.0,14.0,20.0,0.395,0.583,266.7,86785.0,0,Private / Mixed,Medium,High,0.774,12001,0.07092198581560284,2.064258
521101,Virpur,Padra,22.145269,73.103502,291.0,3.77,0.34,310.0,1.065,3,0,1,0.0,1.0,10.0,30.0,0.544,0.617,101.8,26350.0,0,Private / Mixed,Medium,High,0.803,4581,0.09900990099009901,0.817454
521095,Kalyankui,Padra,22.14601,73.000385,214.0,1.87,5.61,627.0,2.93,2,0,1,0.0,1.0,15.0,15.0,0.382,0.586,74.9,53295.0,0,Private / Mixed,Medium,Moderate,0.678,3370,0.06622516556291391,0.5078220000000001
521093,Mobha,Padra,22.132009,72.969914,1329.0,12.57,1.05,4796.0,3.609,2,1,1,0.0,1.0,22.0,38.0,0.458,0.594,465.2,407660.0,0,Private / Mixed,Medium,Moderate,0.751,20934,0.04524886877828054,3.493652
521104,Bhadari,Padra,22.131602,73.046963,374.0,4.55,1.34,1111.0,2.971,1,0,1,0.0,1.0,14.0,28.0,0.521,0.585,130.9,94435.0,0,Private / Mixed,Medium,High,0.554,5890,0.07092198581560284,0.7251860000000001
521094,Sadra,Padra,22.129314,72.989277,784.0,3.7,2.55,2275.0,2.902,2,0,1,0.0,1.0,23.0,32.0,0.446,0.594,274.4,193375.0,0,Private / Mixed,Medium,Moderate,0.755,12347,0.04329004329004329,2.07172
521102,Medhad,Padra,22.130513,73.090522,421.0,0.45,1.81,695.0,1.651,3,0,1,0.0,1.0,10.0,30.0,0.541,0.609,147.4,59075.0,0,Private / Mixed,Medium,High,0.866,6633,0.09900990099009901,1.2764840000000002
521105,Gayapura,Padra,22.128234,73.022714,195.0,2.05,5.13,581.0,2.979,1,0,1,0.0,1.0,10.0,26.0,0.509,0.614,68.2,49385.0,0,Private / Mixed,Medium,High,0.471,3069,0.09900990099009901,0.321222
521103,Husepur,Padra,22.125176,73.075912,430.0,5.68,0.0,709.0,1.649,1,1,1,0.0,1.0,12.0,28.0,0.477,0.604,150.5,60265.0,0,Private / Mixed,Medium,High,0.592,6772,0.08264462809917356,0.8909599999999999
521106,Kanda,Padra,22.124838,73.006094,413.0,0.97,4.12,763.0,1.847,2,0,1,0.0,1.0,16.0,33.0,0.514,0.606,144.5,64855.0,0,Private / Mixed,Medium,Moderate,0.722,6502,0.06211180124223602,1.0432899999999998
521115,Sadad,Padra,22.114914,73.061825,400.0,1.3,2.59,727.0,1.817,0,0,1,0.0,0.0,14.0,36.0,0.551,0.574,140.0,61795.0,0,Private / Mixed,Medium,High,0.408,6300,0.07092198581560284,0.5711999999999999
521114,Thikariya Math,Padra,22.118614,73.022857,187.0,6.95,4.81,329.0,1.759,1,0,1,0.0,1.0,16.0,35.0,0.492,0.584,65.4,27965.0,0,Private / Mixed,Medium,Moderate,0.477,2943,0.06211180124223602,0.311958
519872,Khalipur,Vadodara Rural,22.204744,73.165883,485.0,14.41,0.0,1054.0,2.173,2,0,0,0.0,1.0,10.0,15.0,0.535,0.593,167.5,89590.0,0,Private / Mixed,Medium,High,0.724,7537,0.09900990099009901,1.2127
519882,Karali,Vadodara Rural,22.173667,73.153527,317.0,2.53,3.16,1075.0,3.391,0,0,1,0.0,1.0,8.0,24.0,0.496,0.595,111.0,91375.0,0,Private / Mixed,Medium,High,0.385,4995,0.1234567901234568,0.42735
519883,Itola,Vadodara Rural,22.15177,73.142673,1554.0,0.51,8.82,3600.0,2.317,2,1,2,0.0,1.0,8.0,25.0,0.478,0.605,543.9,306000.0,0,Private / Mixed,Medium,High,0.742,24475,0.1234567901234568,4.035738
519895,Raman Gamdi,Vadodara Rural,22.128858,73.171689,251.0,1.19,1.19,559.0,2.227,2,0,2,0.0,1.0,20.0,20.0,0.733,0.279,83.7,47515.0,0,Private / Mixed,Medium,Moderate,0.613,3766,0.04975124378109452,0.513081
519896,Gosindra,Vadodara Rural,22.127304,73.126298,727.0,0.57,0.43,1021.0,1.404,0,0,0,0.0,1.0,23.0,24.0,0.516,0.594,253.0,86785.0,0,Private / Mixed,Medium,Moderate,0.43,11385,0.04329004329004329,1.0878999999999999
519897,Untiya Medhad,Vadodara Rural,22.117336,73.107781,369.0,6.69,0.0,733.0,1.986,2,0,2,0.0,1.0,13.0,30.0,0.528,0.595,129.2,62305.0,0,Private / Mixed,Medium,High,0.698,5813,0.07633587786259542,0.9018159999999998
520921,Mahmadpura,Dabhoi,22.216605,73.282351,208.0,0.0,1.44,539.0,2.591,2,1,0,0.0,0.0,15.0,15.0,0.508,0.587,63.7,45815.0,0,Private / Mixed,Medium,Moderate,0.619,2866,0.06622516556291391,0.394303
520922,Palaswada,Dabhoi,22.209198,73.299901,675.0,0.0,0.0,1447.0,2.144,3,0,0,0.0,1.0,15.0,15.0,0.421,0.586,236.2,122995.0,0,Private / Mixed,Medium,Moderate,0.915,10629,0.06622516556291391,2.1612299999999998
520938,Kaddhara,Dabhoi,22.206892,73.373629,709.0,10.86,3.39,985.0,1.389,2,1,2,0.0,1.0,12.0,16.0,0.436,0.618,248.2,83725.0,0,Private / Mixed,Medium,High,0.755,11169,0.08264462809917356,1.87391
520920,Mosampura,Dabhoi,22.206209,73.27003,276.0,0.0,1.45,313.0,1.134,2,0,0,0.0,1.0,15.0,15.0,0.41,0.602,87.2,26605.0,0,Private / Mixed,Medium,Moderate,0.682,3924,0.06622516556291391,0.594704
520930,Valipura,Dabhoi,22.207937,73.317144,202.0,0.99,0.0,437.0,2.163,2,0,0,0.0,1.0,15.0,20.0,0.423,0.596,66.5,37145.0,0,Private / Mixed,Medium,Moderate,0.651,2992,0.06622516556291391,0.432915
520937,Kaddharapura,Dabhoi,22.211852,73.35813,121.0,10.66,4.1,458.0,3.785,2,0,0,0.0,1.0,14.0,22.0,0.553,0.629,42.3,38930.0,0,Private / Mixed,Medium,High,0.568,1903,0.07092198581560284,0.24026399999999995
520929,Bhavpura,Dabhoi,22.207408,73.328601,169.0,0.0,2.37,350.0,2.071,2,0,0,0.0,1.0,13.0,18.0,0.457,0.594,55.6,29750.0,0,Private / Mixed,Medium,High,0.625,2502,0.07633587786259542,0.3475
520940,Karali,Dabhoi,22.202326,73.400652,349.0,0.0,4.87,605.0,1.734,3,1,0,0.0,1.0,8.0,44.0,0.515,0.59,116.2,51425.0,0,Private / Mixed,Medium,High,0.836,5229,0.1234567901234568,0.971432
520936,Abdalapura,Dabhoi,22.200262,73.353441,190.0,11.05,4.74,479.0,2.521,2,0,1,0.0,1.0,14.0,23.0,0.497,0.628,66.5,40715.0,0,Private / Mixed,Medium,High,0.621,2992,0.07092198581560284,0.412965
520935,Vayadpur,Dabhoi,22.198432,73.342671,336.0,11.01,4.76,943.0,2.807,1,0,0,0.0,1.0,14.0,23.0,0.516,0.615,117.6,80155.0,0,Private / Mixed,Medium,High,0.534,5292,0.07092198581560284,0.627984
520931,Kundhela,Dabhoi,22.188539,73.281796,1229.0,0.0,3.34,2513.0,2.045,2,1,1,0.0,0.0,15.0,15.0,0.426,0.594,395.5,213605.0,0,Private / Mixed,Medium,Moderate,0.762,17797,0.06622516556291391,3.0137099999999997
520952,Gojali,Dabhoi,22.190698,73.378433,402.0,0.0,13.43,565.0,1.405,2,0,2,0.0,0.0,10.0,40.0,0.525,0.608,140.7,48025.0,0,Private / Mixed,Medium,High,0.713,6331,0.09900990099009901,1.003191
520934,Bhilapur,Dabhoi,22.192919,73.325929,567.0,19.26,1.24,2290.0,4.039,3,1,1,0.0,1.0,14.0,14.0,0.49,0.626,198.4,194650.0,0,Private / Mixed,Medium,High,0.885,8928,0.07092198581560284,1.75584
520953,Banaiya,Dabhoi,22.184445,73.35092,151.0,0.0,21.19,338.0,2.238,2,0,0,0.0,1.0,11.0,25.0,0.526,0.575,52.8,28730.0,0,Government Revenue Land,High,High,0.6,2376,0.0900900900900901,0.31679999999999997
520951,Vasai,Dabhoi,22.173534,73.392085,844.0,0.0,17.54,1860.0,2.204,3,1,0,0.0,1.0,5.0,32.0,0.511,0.584,272.7,158100.0,0,Government Revenue Land,High,High,0.884,12271,0.19607843137254904,2.410668
520932,Baherampura,Dabhoi,22.176949,73.301674,365.0,0.0,11.78,514.0,1.408,2,0,0,0.0,1.0,13.0,16.0,0.515,0.603,127.7,43690.0,0,Private / Mixed,Medium,High,0.7,5746,0.07633587786259542,0.8939
520933,Navapur,Dabhoi,22.181324,73.316668,138.0,12.23,2.88,356.0,2.58,1,0,0,0.0,1.0,12.0,14.0,0.541,0.604,48.3,30260.0,0,Private / Mixed,Medium,High,0.434,2173,0.08264462809917356,0.209622
520958,Ambav,Dabhoi,22.163756,73.364609,305.0,5.9,1.64,851.0,2.79,2,0,2,0.0,1.0,10.0,25.0,0.394,0.615,106.8,72335.0,0,Private / Mixed,Medium,High,0.712,4806,0.09900990099009901,0.7604159999999999
520959,Puda,Dabhoi,22.17066,73.375582,559.0,0.0,6.79,858.0,1.535,2,0,0,0.0,1.0,5.0,27.0,0.484,0.574,195.6,72930.0,0,Private / Mixed,Medium,High,0.744,8802,0.19607843137254904,1.455264
520957,Thuvavi,Dabhoi,22.160641,73.341034,1365.0,6.96,0.88,2651.0,1.942,2,1,2,0.0,1.0,10.0,20.0,0.506,0.629,477.7,225335.0,0,Private / Mixed,Medium,High,0.729,21496,0.09900990099009901,3.482433
520954,Rajli,Dabhoi,22.165455,73.323543,316.0,6.35,2.54,789.0,2.497,2,0,2,0.0,1.0,10.0,20.0,0.511,0.627,110.6,67065.0,0,Private / Mixed,Medium,High,0.675,4977,0.09900990099009901,0.74655
520955,Anguthan,Dabhoi,22.159431,73.3033,757.0,3.83,10.29,1177.0,1.555,2,1,2,0.0,1.0,12.0,25.0,0.505,0.646,265.0,100045.0,0,Private / Mixed,Medium,High,0.726,11925,0.08264462809917356,1.9239
520960,Hansapura,Dabhoi,22.153796,73.382468,299.0,4.03,11.07,430.0,1.438,2,0,0,0.0,1.0,5.0,25.0,0.424,0.585,104.6,36550.0,0,Private / Mixed,Medium,High,0.703,4707,0.19607843137254904,0.7353379999999998
520961,Kajapur,Dabhoi,22.154333,73.39991,189.0,0.0,3.16,694.0,3.672,3,0,2,0.0,1.0,5.0,35.0,0.545,0.588,66.1,58990.0,0,Private / Mixed,Medium,High,0.759,2974,0.19607843137254904,0.501699
520972,Vega,Dabhoi,22.14562,73.385446,333.0,2.41,18.07,852.0,2.559,3,0,1,0.0,0.0,3.0,34.0,0.419,0.586,116.6,72420.0,0,Government Revenue Land,High,High,0.871,5247,0.3225806451612903,1.0155859999999999
520974,Borbar,Dabhoi,22.136422,73.338357,785.0,0.0,3.06,1149.0,1.464,2,1,0,0.0,1.0,9.0,18.0,0.434,0.594,255.1,97665.0,0,Private / Mixed,Medium,High,0.759,11479,0.10989010989010989,1.936209
520956,Nariya,Dabhoi,22.138527,73.302603,678.0,0.0,2.65,1139.0,1.68,2,0,0,0.0,1.0,17.0,25.0,0.412,0.646,237.3,96815.0,0,Private / Mixed,Medium,Moderate,0.759,10678,0.05847953216374269,1.801107
520971,Fartikui,Dabhoi,22.141432,73.372255,280.0,0.0,9.32,877.0,3.132,3,1,2,0.0,1.0,5.0,35.0,0.318,0.605,98.0,74545.0,0,Private / Mixed,Medium,High,0.879,4410,0.19607843137254904,0.86142
520975,Thikariya,Dabhoi,22.129972,73.310806,230.0,0.0,6.52,278.0,1.209,2,0,0,0.0,0.0,14.0,30.0,0.427,0.595,80.5,23630.0,0,Private / Mixed,Medium,High,0.669,3622,0.07092198581560284,0.538545
520976,Dangikuva,Dabhoi,22.127059,73.277309,284.0,0.0,0.35,389.0,1.37,2,0,0,0.0,1.0,18.0,25.0,0.388,0.666,99.4,33065.0,0,Private / Mixed,Medium,Moderate,0.697,4473,0.055248618784530384,0.692818
519871,Mujar Gamdi,Vadodara Rural,22.208463,73.208264,227.0,1.32,4.85,494.0,2.176,2,0,1,0.0,1.0,12.0,12.0,0.438,0.584,79.4,41990.0,0,Private / Mixed,Medium,High,0.665,3573,0.08264462809917356,0.5280100000000001
519870,Vora Gamdi,Vadodara Rural,22.212751,73.219301,393.0,1.27,7.89,688.0,1.751,2,0,2,0.0,1.0,11.0,11.0,0.468,0.585,137.5,58480.0,0,Private / Mixed,Medium,High,0.732,6187,0.0900900900900901,1.0065
519869,Dhaniyavi,Vadodara Rural,22.206285,73.249285,1356.0,1.13,0.0,2353.0,1.735,2,1,2,0.0,1.0,13.0,13.0,0.387,0.635,472.2,200005.0,0,Private / Mixed,Medium,High,0.769,21249,0.07633587786259542,3.631218
519873,Varnama,Vadodara Rural,22.180305,73.185476,1762.0,0.39,0.0,4251.0,2.413,2,1,2,0.0,1.0,12.0,12.0,0.438,0.61,616.7,361335.0,0,Private / Mixed,Medium,High,0.755,27751,0.08264462809917356,4.656085000000001
519874,Sundarpura,Vadodara Rural,22.184391,73.218524,377.0,0.27,8.22,1267.0,3.361,2,1,2,0.0,1.0,3.0,3.0,0.42,0.646,132.0,107695.0,0,Private / Mixed,Medium,High,0.732,5940,0.3225806451612903,0.96624
